1,-0.0360,3.6930,-0.0120
2,7.7060,4.0540,-0.0070
3,7.8700,3.9900,-0.0070
4,7.2410,4.5760,-0.0050
5,9.1390,3.7800,-0.0060
6,10.3650,3.4880,-0.0090
7,12.1880,3.5150,-0.0120
8,13.5460,4.0540,-0.0200
9,14.8190,5.3220,0.0080
10,14.1410,5.3310,0.0080
11,14.8830,3.4730,1.4310
12,14.4430,5.3360,1.4350
13,14.1390,5.5690,1.3030
14,10.9690,5.8610,1.4360
15,7.4140,5.2920,1.6910
16,7.1890,5.2410,0.0020
